Subject,Predicate,Object,graph,predicate_tmp,object_tmp,subject_tmp,Predicate_labels,Object_labels,Subject_labels
<https://w3id.org/traits.build#traits.build-definitions>,<http://www.w3.org/2004/02/skos/core#inScheme>,<https://w3id.org/traits.build>,.,http://www.w3.org/2004/02/skos/core#inScheme,https://w3id.org/traits.build,traits.build-definitions,is in scheme,traits.build,definitions table
<https://w3id.org/traits.build#traits.build-schema>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""schema""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,schema,traits.build-schema,preferred label,schema,schema
<https://w3id.org/traits.build#traits.build-schema>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""schema""@en",.,http://www.w3.org/2004/02/skos/core#altLabel,schema,traits.build-schema,alternative label,schema,schema
<https://w3id.org/traits.build#traits.build-schema>,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_001330>,.,http://semanticscience.org/resource/SIO_000602,http://semanticscience.org/resource/SIO_001330,traits.build-schema,computational entity,metadata,schema
<https://w3id.org/traits.build#traits.build-schema>,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build#traits.build-database>,.,http://rs.tdwg.org/dwc/terms/attributes/organizedInClass,https://w3id.org/traits.build#traits.build-database,traits.build-schema,organizedInClass,traits.build database,schema
<https://w3id.org/traits.build#traits.build-schema>,<http://www.w3.org/2000/01/rdf-schema#label>,"""schema""@en",.,http://www.w3.org/2000/01/rdf-schema#label,schema,traits.build-schema,label,schema,schema
<https://w3id.org/traits.build#traits.build-schema>,<http://purl.org/dc/terms/description>,"""A copy of the schema for all tables and terms. Information included here was used to process data and generate any documentation for the study.""@en",.,http://purl.org/dc/terms/description,A copy of the schema for all tables and terms. Information included here was used to process data and generate any documentation for the study.,traits.build-schema,description,A copy of the schema for all tables and terms. Information included here was used to process data and generate any documentation for the study.,schema
<https://w3id.org/traits.build#traits.build-schema>,<http://purl.org/dc/terms/created>,"""01 February 2024""^^<xsd:date>",.,http://purl.org/dc/terms/created,01 February 2024,traits.build-schema,created,01 February 2024,schema
<https://w3id.org/traits.build#traits.build-schema>,<http://www.w3.org/2004/02/skos/core#inScheme>,<https://w3id.org/traits.build>,.,http://www.w3.org/2004/02/skos/core#inScheme,https://w3id.org/traits.build,traits.build-schema,is in scheme,traits.build,schema
<https://w3id.org/traits.build#traits.build-metadata>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""metadata table""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,metadata table,traits.build-metadata,preferred label,metadata table,metadata table
<https://w3id.org/traits.build#traits.build-metadata>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""metadata""@en",.,http://www.w3.org/2004/02/skos/core#altLabel,metadata,traits.build-metadata,alternative label,metadata,metadata table
<https://w3id.org/traits.build#traits.build-metadata>,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_001330>,.,http://semanticscience.org/resource/SIO_000602,http://semanticscience.org/resource/SIO_001330,traits.build-metadata,computational entity,metadata,metadata table
<https://w3id.org/traits.build#traits.build-metadata>,<http://www.w3.org/2004/02/skos/core#closeMatch>,<http://terminologies.gfbio.org/terms/ETS/Metadata>,.,http://www.w3.org/2004/02/skos/core#closeMatch,http://terminologies.gfbio.org/terms/ETS/Metadata,traits.build-metadata,has close match,Metadata,metadata table
<https://w3id.org/traits.build#traits.build-metadata>,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build#traits.build-database>,.,http://rs.tdwg.org/dwc/terms/attributes/organizedInClass,https://w3id.org/traits.build#traits.build-database,traits.build-metadata,organizedInClass,traits.build database,metadata table
<https://w3id.org/traits.build#traits.build-metadata>,<http://www.w3.org/2000/01/rdf-schema#label>,"""metadata table""@en",.,http://www.w3.org/2000/01/rdf-schema#label,metadata table,traits.build-metadata,label,metadata table,metadata table
<https://w3id.org/traits.build#traits.build-metadata>,<http://purl.org/dc/terms/description>,"""A list containing database metadata.""@en",.,http://purl.org/dc/terms/description,A list containing database metadata.,traits.build-metadata,description,A list containing database metadata.,metadata table
<https://w3id.org/traits.build#traits.build-metadata>,<http://purl.org/dc/terms/created>,"""01 February 2024""^^<xsd:date>",.,http://purl.org/dc/terms/created,01 February 2024,traits.build-metadata,created,01 February 2024,metadata table
<https://w3id.org/traits.build#traits.build-metadata>,<http://www.w3.org/2004/02/skos/core#inScheme>,<https://w3id.org/traits.build>,.,http://www.w3.org/2004/02/skos/core#inScheme,https://w3id.org/traits.build,traits.build-metadata,is in scheme,traits.build,metadata table
<https://w3id.org/traits.build#traits.build-build_info>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""build info""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,build info,traits.build-build_info,preferred label,build info,build info
<https://w3id.org/traits.build#traits.build-build_info>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""build_info""@en",.,http://www.w3.org/2004/02/skos/core#altLabel,build_info,traits.build-build_info,alternative label,build_info,build info
<https://w3id.org/traits.build#traits.build-build_info>,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_001330>,.,http://semanticscience.org/resource/SIO_000602,http://semanticscience.org/resource/SIO_001330,traits.build-build_info,computational entity,metadata,build info
<https://w3id.org/traits.build#traits.build-build_info>,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build#traits.build-database>,.,http://rs.tdwg.org/dwc/terms/attributes/organizedInClass,https://w3id.org/traits.build#traits.build-database,traits.build-build_info,organizedInClass,traits.build database,build info
<https://w3id.org/traits.build#traits.build-build_info>,<http://www.w3.org/2000/01/rdf-schema#label>,"""build info""@en",.,http://www.w3.org/2000/01/rdf-schema#label,build info,traits.build-build_info,label,build info,build info
<https://w3id.org/traits.build#traits.build-build_info>,<http://purl.org/dc/terms/description>,"""A description of the computing environment used to create this version of the dataset, including version number, git commit and R session_info.""@en",.,http://purl.org/dc/terms/description,"A description of the computing environment used to create this version of the dataset, including version number, git commit and R session_info.",traits.build-build_info,description,"A description of the computing environment used to create this version of the dataset, including version number, git commit and R session_info.",build info
<https://w3id.org/traits.build#traits.build-build_info>,<http://purl.org/dc/terms/created>,"""01 February 2024""^^<xsd:date>",.,http://purl.org/dc/terms/created,01 February 2024,traits.build-build_info,created,01 February 2024,build info
<https://w3id.org/traits.build#traits.build-build_info>,<http://www.w3.org/2004/02/skos/core#inScheme>,<https://w3id.org/traits.build>,.,http://www.w3.org/2004/02/skos/core#inScheme,https://w3id.org/traits.build,traits.build-build_info,is in scheme,traits.build,build info
<https://w3id.org/traits.build#dataset>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""dataset""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,dataset,dataset,preferred label,dataset,dataset
<https://w3id.org/traits.build#dataset>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""dataset""@en",.,http://www.w3.org/2004/02/skos/core#altLabel,dataset,dataset,alternative label,dataset,dataset
<https://w3id.org/traits.build#dataset>,<http://www.w3.org/2004/02/skos/core#exactMatch>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#ObservationCollection>,.,http://www.w3.org/2004/02/skos/core#exactMatch,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#ObservationCollection,dataset,has exact match,Observation Collection,dataset
<https://w3id.org/traits.build#dataset>,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_000750>,.,http://semanticscience.org/resource/SIO_000602,http://semanticscience.org/resource/SIO_000750,dataset,computational entity,database,dataset
<https://w3id.org/traits.build#dataset>,<http://www.w3.org/2000/01/rdf-schema#label>,"""dataset""@en",.,http://www.w3.org/2000/01/rdf-schema#label,dataset,dataset,label,dataset,dataset
<https://w3id.org/traits.build#dataset>,<http://semanticscience.org/resource/SIO_000673>,<https://w3id.org/traits.build#dataset_id>,.,http://semanticscience.org/resource/SIO_000673,https://w3id.org/traits.build#dataset_id,dataset,has unique identifier,dataset id,dataset
<https://w3id.org/traits.build#dataset>,<http://purl.org/dc/terms/description>,"""13 relational tables and lists containing all data about a dataset.""@en",.,http://purl.org/dc/terms/description,13 relational tables and lists containing all data about a dataset.,dataset,description,13 relational tables and lists containing all data about a dataset.,dataset
<https://w3id.org/traits.build#dataset>,<http://purl.org/dc/terms/created>,"""01 February 2024""^^<xsd:date>",.,http://purl.org/dc/terms/created,01 February 2024,dataset,created,01 February 2024,dataset
<https://w3id.org/traits.build#dataset>,<http://www.w3.org/2002/07/owl#sameAs>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#ObservationCollection>,.,http://www.w3.org/2002/07/owl#sameAs,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#ObservationCollection,dataset,sameAs,Observation Collection,dataset
<https://w3id.org/traits.build#dataset>,<http://www.w3.org/2004/02/skos/core#inScheme>,<https://w3id.org/traits.build>,.,http://www.w3.org/2004/02/skos/core#inScheme,https://w3id.org/traits.build,dataset,is in scheme,traits.build,dataset
<https://w3id.org/traits.build#observation>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""observation""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,observation,observation,preferred label,observation,observation
<https://w3id.org/traits.build#observation>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""observation""@en",.,http://www.w3.org/2004/02/skos/core#altLabel,observation,observation,alternative label,observation,observation
<https://w3id.org/traits.build#observation>,<http://www.w3.org/2004/02/skos/core#exactMatch>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Observation>,.,http://www.w3.org/2004/02/skos/core#exactMatch,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Observation,observation,has exact match,Observation,observation
<https://w3id.org/traits.build#observation>,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_000754>,.,http://semanticscience.org/resource/SIO_000602,http://semanticscience.org/resource/SIO_000754,observation,computational entity,database table,observation
<https://w3id.org/traits.build#observation>,<http://www.w3.org/2000/01/rdf-schema#label>,"""observation""@en",.,http://www.w3.org/2000/01/rdf-schema#label,observation,observation,label,observation,observation
